id,years_worked,victime_race,count_arrests,officer_race,officer_rank,count_allegations
1510,18,,5,White,Police Officer,5
1571,18,,5,Hispanic,Sergeant,5
1636,18,,3,White,Sergeant,3
1797,18,,21,Black,Police Officer,21
1839,18,,59,White,Police Officer,59
1995,18,,39,White,Sergeant,39
2112,18,,12,White,Police Officer,12
2135,18,Black,2,Black,Police Officer,2
2135,18,White,2,Black,Police Officer,2
2189,18,,11,White,Lieutenant,11
2244,18,,8,Asian/Pacific,Police Officer,8
2359,18,,13,White,Police Officer,13
2385,18,Black,3,Black,Police Officer,3
2385,18,Hispanic,2,Black,Police Officer,2
2385,18,,45,Black,Police Officer,45
2411,18,Black,1,White,Police Officer,1
2411,18,,29,White,Police Officer,29
2498,18,,17,White,Police Officer,17
2499,18,,13,White,Police Officer,13
2575,18,,49,Hispanic,Police Officer,49
2577,18,,22,Hispanic,Detective,22
2645,18,,15,White,Police Officer,15
2659,18,Black,4,Black,Police Officer,4
2659,18,,84,Black,Police Officer,84
2667,18,,29,White,Police Officer,29
2682,18,,4,White,Police Officer,4
2716,18,,16,White,Police Officer,16
2739,18,,10,Black,Police Officer,10
2921,18,,28,White,Police Officer,28
2988,18,,27,White,Police Officer,27
3013,18,,18,Black,Police Officer,18
3017,18,,41,White,Sergeant,41
3028,18,,21,Black,Police Officer,21
3034,18,,23,White,Sergeant,23
3040,18,,2,White,Police Officer,2
3066,18,,17,Black,Police Officer,17
3082,18,,52,Black,Police Officer,52
3207,18,,8,Black,Police Officer,8
3208,18,,6,Black,Sergeant,6
3226,18,,31,White,Police Officer,31
3235,18,,6,White,Police Officer,6
3251,18,,20,Hispanic,Police Officer,20
3352,18,,12,White,Police Officer,12
3372,18,,4,White,,4
3373,18,,9,White,Police Officer,9
3379,18,,4,Black,Police Officer,4
3435,18,,39,White,Police Officer,39
3437,18,,16,White,Police Officer,16
3483,18,,17,White,Detective,17
3621,18,,2,White,Police Officer,2
3714,18,,20,White,Police Officer,20
3769,18,,14,Black,Police Officer,14
3851,18,,3,White,Police Officer,3
3922,18,,10,Hispanic,Police Officer,10
3932,18,,22,White,Police Officer,22
3967,18,,26,White,Detective,26
4029,18,,11,White,Sergeant,11
4066,18,,7,Asian/Pacific,Police Officer,7
4136,18,,4,White,Police Officer,4
4213,18,,67,Hispanic,Police Officer,67
4214,18,,5,Hispanic,Police Officer,5
4240,18,,3,White,Police Officer,3
4278,18,,26,Hispanic,Police Officer,26
4336,18,,18,Hispanic,Police Officer,18
4396,18,,14,Asian/Pacific,Police Officer,14
4425,18,,13,Black,Police Officer,13
4529,18,,13,Asian/Pacific,Police Officer,13
4570,18,,13,White,Police Officer,13
4678,18,Black,2,White,Police Officer,2
4757,18,,17,White,Police Officer,17
4759,18,,12,White,Lieutenant,12
4852,18,,37,Black,Police Officer,37
4898,18,,10,White,Police Officer,10
4956,18,,42,White,Police Officer,42
4992,18,Black,1,Black,Police Officer,1
4992,18,,2,Black,Police Officer,2
5083,18,,10,Hispanic,Field Training Officer,10
5116,18,Black,2,White,Police Officer,2
5116,18,,1,White,Police Officer,1
5134,18,,2,White,Detective,2
5192,18,,4,White,Police Officer,4
5258,18,,5,White,Police Officer,5
5360,18,,85,White,Police Officer,85
5370,18,,11,Hispanic,Police Officer,11
5377,18,,6,Hispanic,Police Officer,6
5406,18,,62,Hispanic,Police Officer,62
5431,18,,16,Hispanic,Police Officer,16
5506,18,,4,White,Police Officer,4
5555,18,,4,Asian/Pacific,Police Officer,4
5572,18,,25,Hispanic,Police Officer,25
5586,18,Black,3,Black,Police Officer,3
5586,18,,8,Black,Police Officer,8
5622,18,,15,White,Police Officer,15
5627,18,,20,Black,Police Officer,20
5702,18,,16,White,Police Officer,16
5710,18,,13,Hispanic,Police Officer,13
5751,18,,2,Black,Police Officer,2
5775,18,,1,White,Police Officer,1
5803,18,,4,Black,Police Officer,4
5824,18,,8,Hispanic,Police Officer,8
5977,18,,21,White,Sergeant,21
6093,18,,8,Black,Police Officer,8
6111,18,,3,White,Detective,3
6139,18,,19,White,Police Officer,19
6145,18,,46,White,Police Officer,46
6352,18,,25,Hispanic,Police Officer,25
6362,18,,19,Black,Police Officer,19
6445,18,,16,White,Police Officer,16
6497,18,,2,White,Police Officer,2
6611,18,,23,Hispanic,Detective,23
6615,18,,24,Hispanic,Police Officer,24
6644,18,,16,Hispanic,Sergeant,16
6670,18,,17,Hispanic,Police Officer,17
6832,18,,16,Hispanic,Police Officer,16
6847,18,,4,Hispanic,Police Officer,4
6901,18,,1,Black,Police Officer,1
6953,18,,14,Black,Detective,14
6963,18,,3,White,Police Officer,3
7173,18,,22,White,Sergeant,22
7182,18,,37,White,Police Officer,37
7188,18,,2,White,Police Officer,2
7252,18,,17,Black,Police Officer,17
7255,18,,7,White,Police Officer,7
7437,18,,49,Native American/Alaskan Native,Police Officer,49
7444,18,,19,White,Police Officer,19
7483,18,,12,White,Police Officer,12
7489,18,,15,White,Police Officer,15
7613,18,,28,Black,Police Officer,28
7700,18,,8,Black,Police Officer,8
7761,18,,48,White,Detective,48
7814,18,Hispanic,1,White,Police Officer,1
7814,18,,2,White,Police Officer,2
7835,18,,12,White,Sergeant,12
7966,18,,3,White,Police Officer,3
7970,18,,22,Hispanic,Police Officer,22
8059,18,,5,Hispanic,Police Officer,5
8069,18,,3,Hispanic,Police Officer,3
8108,18,,19,Black,Police Officer,19
8234,18,,20,White,Police Officer,20
8249,18,,20,Hispanic,Police Officer,20
8538,18,,5,White,Police Officer,5
8609,18,,4,White,Police Officer,4
8642,18,,27,White,Police Officer,27
8808,18,,19,Hispanic,Police Officer,19
8812,18,,9,Hispanic,Police Officer,9
8820,18,,12,Black,Police Officer,12
8842,18,,37,White,Police Officer,37
8894,18,,15,Black,Police Officer,15
8898,18,,40,White,Police Officer,40
8899,18,,10,Hispanic,Police Officer,10
9013,18,,11,White,Police Officer,12
9233,18,,2,White,Field Training Officer,2
9233,18,Black,2,White,Field Training Officer,2
9233,18,,30,White,Field Training Officer,30
9294,18,,17,White,Police Officer,17
9364,18,,19,White,Police Officer,19
9482,18,,22,White,Police Officer,22
9489,18,,9,Black,Police Officer,9
9514,18,,10,White,Police Officer,10
9550,18,,7,Hispanic,Police Officer,7
9558,18,,4,Hispanic,Police Officer,4
9563,18,Black,2,Hispanic,Police Officer,2
9616,18,,22,Black,Police Officer,22
9634,18,,91,Black,Police Officer,91
9640,18,,4,Black,Police Officer,4
9671,18,,6,Black,Police Officer,6
9698,18,,5,Hispanic,Police Officer,5
9803,18,,3,White,Police Officer,3
9809,18,,30,White,Sergeant,30
9827,18,Black,2,White,Police Officer,2
9832,18,,31,White,Police Officer,31
9858,18,,6,Black,Police Officer,6
9929,18,,6,White,Police Officer,6
10117,18,,20,Black,Police Officer,20
10249,18,,17,Hispanic,Police Officer,17
10364,18,,24,Hispanic,Sergeant,24
10440,18,,50,White,Police Officer,51
10449,18,,66,White,Police Officer,66
10475,18,Black,2,Black,Police Officer,2
10475,18,White,2,Black,Police Officer,2
10475,18,,6,Black,Police Officer,6
10529,18,,22,White,Detective,22
10534,18,,25,White,Police Officer,25
10552,18,,35,Hispanic,Police Officer,35
10554,18,,26,Hispanic,Police Officer,26
10559,18,,24,Hispanic,Police Officer,24
10588,18,,11,White,Police Officer,11
10608,18,,4,White,Police Officer,4
10636,18,,34,Black,Police Officer,34
10659,18,,22,White,Detective,22
10757,18,,9,White,Police Officer,9
10804,18,,22,Black,Police Officer,22
10806,18,White,1,Black,Police Officer,1
10806,18,,8,Black,Police Officer,8
10947,18,,4,Hispanic,Police Officer,4
10973,18,,6,Hispanic,Detective,6
11064,18,,13,Hispanic,Police Officer,14
11189,18,,84,Asian/Pacific,Police Officer,84
11216,18,,30,Black,Field Training Officer,30
11236,18,,18,White,Detective,18
11258,18,,8,Asian/Pacific,Police Officer,8
11375,18,,4,White,Detective,4
11478,18,,8,Black,Police Officer,8
11517,18,,13,White,Police Officer,13
11528,18,,11,Black,Police Officer,11
11534,18,,14,Black,Police Officer,14
11612,18,,20,White,Police Officer,20
11704,18,,12,White,Sergeant,12
11739,18,Black,2,Black,Sergeant,2
11739,18,White,1,Black,Sergeant,1
11739,18,,22,Black,Sergeant,22
11780,18,,20,White,Detective,20
11930,18,,30,White,Police Officer,30
11988,18,,6,Hispanic,Police Officer,6
12033,18,,10,Asian/Pacific,Police Officer,10
12090,18,,16,Hispanic,Police Officer,16
12110,18,,5,White,Police Officer,5
12340,18,,10,White,Police Officer,10
12380,18,,4,White,Police Officer,4
12414,18,,16,Black,Police Officer,16
12424,18,,10,Black,Police Officer,10
12461,18,,24,White,Police Officer,24
12500,18,,24,White,Detective,24
12636,18,,14,Black,Police Officer,14
12658,18,,2,Black,Police Officer,2
12741,18,,21,Black,Police Officer,22
12820,18,,7,Black,Police Officer,7
12856,18,,11,Black,Police Officer,11
12931,18,,37,Hispanic,Police Officer,37
12934,18,,12,White,Police Officer,12
12947,18,,21,White,Sergeant,21
12966,18,Black,4,Black,Police Officer,4
12966,18,White,2,Black,Police Officer,2
12966,18,,12,Black,Police Officer,12
13011,18,,10,Hispanic,Sergeant,10
13012,18,,19,Hispanic,Police Officer,19
13084,18,,3,Black,Police Officer,3
13099,18,,15,Black,Police Officer,15
13108,18,,42,Black,Police Officer,42
13127,18,,18,Black,Police Officer,18
13216,18,,17,Black,Police Officer,17
13228,18,,5,Black,Police Officer,5
13229,18,,6,Black,Police Officer,6
13335,18,,43,White,Sergeant,43
13395,18,,13,Black,Police Officer,13
13481,18,,20,White,Police Officer,21
13572,18,Black,2,Black,Police Officer,2
13572,18,,6,Black,Police Officer,6
13599,18,,8,Black,Police Officer,8
13606,18,,33,White,Police Officer,33
13617,18,Black,2,Black,Police Officer,2
13720,18,,13,White,Lieutenant,13
13742,18,,26,Black,Police Officer,26
13745,18,,4,Black,Police Officer,4
13755,18,,16,Black,Police Officer,16
13827,18,,7,Black,Police Officer,7
13856,18,,46,Black,Police Officer,46
13862,18,,16,White,Police Officer,16
13910,18,,5,White,Police Officer,5
14003,18,,17,White,Police Officer,17
14054,18,,6,White,Sergeant,6
14061,18,,65,White,Sergeant,65
14233,18,,6,White,Police Officer,6
14307,18,,17,White,Police Officer,17
14393,18,,4,White,Police Officer,4
14534,18,,13,White,Police Officer,13
14544,18,,7,Black,Police Officer,7
14587,18,,12,Black,Police Officer,12
14602,18,,24,White,Police Officer,24
14691,18,,58,White,Sergeant,58
14752,18,,18,White,Police Officer,18
14816,18,White,1,White,Detective,1
14816,18,,2,White,Detective,2
14934,18,,6,White,Police Officer,6
14969,18,,57,White,Police Officer,57
15086,18,White,1,White,Police Officer,1
15086,18,,12,White,Police Officer,12
15098,18,,4,White,Police Officer,4
15115,18,,36,White,Police Officer,36
15182,18,,20,White,Police Officer,20
15194,18,,50,White,Field Training Officer,50
15202,18,Black,1,White,Police Officer,1
15202,18,,2,White,Police Officer,2
15234,18,,56,White,Detective,56
15235,18,,17,White,Police Officer,17
15267,18,,21,White,Police Officer,21
15286,18,,9,White,Police Officer,9
15322,18,,12,White,Detective,12
15326,18,,7,White,Police Officer,7
15511,18,,8,White,Lieutenant,8
15537,18,,39,White,Police Officer,39
15543,18,,12,Black,Police Officer,12
15546,18,,17,White,Police Officer,17
15578,18,,12,White,Sergeant,13
15686,18,,9,Hispanic,Police Officer,9
15778,18,,42,White,Police Officer,42
15836,18,,13,White,Police Officer,13
15883,18,,29,Asian/Pacific,Police Officer,29
16089,18,,52,White,Police Officer,52
16176,18,,22,Black,Sergeant,22
16205,18,,16,Hispanic,Sergeant,16
16220,18,,12,Hispanic,Police Officer,12
16324,18,,5,White,Sergeant,5
16342,18,,24,Black,Police Officer,24
16398,18,,22,White,Police Officer,22
16411,18,,16,Black,Police Officer,16
16441,18,,43,White,Police Officer,43
16463,18,,12,Black,Police Officer,12
16515,18,,34,Hispanic,Police Officer,34
16520,18,,15,Hispanic,Police Officer,15
16548,18,,10,Hispanic,Police Officer,10
16583,18,,6,White,Sergeant,6
16614,18,,5,Hispanic,Police Officer,5
16660,18,,20,Black,Field Training Officer,20
16766,18,,8,White,Police Officer,8
16780,18,,16,Black,Police Officer,16
17061,18,Black,2,White,Police Officer,2
17061,18,,23,White,Police Officer,23
17117,18,,36,White,Police Officer,36
17128,18,,33,White,Sergeant,33
17178,18,,19,Hispanic,Detective,19
17256,18,Black,2,White,Police Officer,2
17256,18,,42,White,Police Officer,42
17266,18,,14,White,Lieutenant,14
17351,18,,30,White,Police Officer,30
17463,18,Black,2,White,Police Officer,2
17490,18,,13,White,Sergeant,13
17580,18,,14,Hispanic,Police Officer,14
17593,18,,7,Hispanic,Police Officer,7
17599,18,,24,Hispanic,Police Officer,25
17612,18,,6,Hispanic,Police Officer,6
17624,18,,18,Hispanic,Police Officer,18
17741,18,,11,Hispanic,Police Officer,11
17743,18,,19,Black,Police Officer,19
17841,18,,11,Asian/Pacific,Police Officer,11
17955,18,,35,White,Police Officer,35
18193,18,,14,White,Sergeant,14
18359,18,Black,5,Black,Police Officer,5
18359,18,,5,Black,Police Officer,5
18410,18,,55,White,Police Officer,55
18411,18,,4,White,Police Officer,4
18539,18,,16,White,Sergeant,16
18552,18,,2,Black,Police Officer,2
18557,18,,32,White,Detective,32
18573,18,,25,White,Detective,25
18580,18,,21,White,Police Officer,21
18635,18,,12,Black,Sergeant,12
18644,18,,46,White,Police Officer,46
18704,18,,34,Hispanic,Police Officer,34
18707,18,,30,Hispanic,Sergeant,30
18770,18,,2,Hispanic,Police Officer,2
18790,18,,14,Hispanic,Police Officer,14
18831,18,,13,Hispanic,Field Training Officer,13
18832,18,,6,Asian/Pacific,Police Officer,6
18872,18,,44,Hispanic,Police Officer,44
18959,18,,54,White,Police Officer,54
18981,18,,1,White,Police Officer,1
19000,18,,2,White,Police Officer,2
19117,18,,27,Black,Police Officer,27
19145,18,,6,Black,Police Officer,6
19283,18,,12,Black,Police Officer,12
19311,18,,18,White,Police Officer,18
19397,18,,5,Hispanic,Police Officer,5
19401,18,,10,Hispanic,Police Officer,10
19473,18,,10,Black,Police Officer,10
19501,18,,44,Black,Police Officer,44
19502,18,,16,Black,Police Officer,16
19556,18,,10,Hispanic,Police Officer,10
19614,18,,11,White,Lieutenant,11
19632,18,,4,White,Police Officer,4
19744,18,,21,White,Police Officer,21
19794,18,,55,White,Detective,55
19803,18,,10,Asian/Pacific,Police Officer,10
19835,18,,36,White,Police Officer,36
19875,18,,11,White,Police Officer,11
19880,18,,29,White,Police Officer,29
19943,18,Black,9,White,Police Officer,9
19943,18,White,1,White,Police Officer,1
19943,18,,9,White,Police Officer,9
20027,18,,17,White,Police Officer,17
20034,18,,53,White,Lieutenant,53
20053,18,,32,White,Police Officer,32
20149,18,,37,Asian/Pacific,Police Officer,37
20242,18,,15,Black,Police Officer,15
20456,18,,2,Black,Police Officer,2
20507,18,,25,White,Police Officer,25
20575,18,,16,White,Sergeant,16
20756,18,,47,Hispanic,Police Officer,47
20768,18,,12,White,Detective,12
20891,18,,33,White,Lieutenant,33
20956,18,,26,White,Police Officer,26
21106,18,,22,White,Police Officer,22
21107,18,,10,White,Police Officer,10
21170,18,,16,White,Lieutenant,16
21187,18,,11,Black,Police Officer,11
21234,18,,7,White,Police Officer,7
21239,18,,28,White,Police Officer,28
21313,18,,7,White,Police Officer,7
21325,18,,60,White,Police Officer,60
21432,18,,6,Hispanic,Police Officer,6
21450,18,,19,Hispanic,Police Officer,19
21470,18,,5,White,Sergeant,5
21476,18,,45,White,Police Officer,45
21491,18,,9,White,Police Officer,9
21516,18,,19,Hispanic,Police Officer,19
21528,18,,6,Black,Police Officer,6
21571,18,,25,White,Police Officer,26
21579,18,,6,Hispanic,Police Officer,6
21616,18,,12,Hispanic,Police Officer,12
21629,18,Black,3,Hispanic,Police Officer,3
21629,18,Hispanic,4,Hispanic,Police Officer,4
21629,18,,13,Hispanic,Police Officer,13
21677,18,,12,White,Police Officer,12
21685,18,,8,White,Police Officer,8
21724,18,Black,2,Black,Sergeant,2
21724,18,,4,Black,Sergeant,4
21751,18,Black,2,White,Police Officer,2
21751,18,,27,White,Police Officer,27
21784,18,,2,White,Detective,2
21805,18,,35,Hispanic,Police Officer,35
21852,18,,16,Black,Police Officer,16
21870,18,,8,White,Police Officer,8
21934,18,,24,White,Police Officer,24
21955,18,,31,Asian/Pacific,Sergeant,31
21995,18,,6,Black,Police Officer,6
22064,18,,27,Black,Police Officer,27
22211,18,,6,Black,Police Officer,6
22214,18,,16,White,Sergeant,16
22238,18,,16,Hispanic,Police Officer,16
22276,18,,26,Hispanic,Police Officer,27
22277,18,,12,Hispanic,Sergeant,12
22377,18,,4,White,Police Officer,4
22389,18,,56,Black,Police Officer,56
22410,18,,26,White,Police Officer,26
22413,18,,14,White,Police Officer,14
22414,18,,19,White,Police Officer,19
22437,18,,2,White,Police Officer,2
22494,18,,9,White,Police Officer,9
22514,18,,12,Black,Sergeant,12
22636,18,,18,White,Police Officer,18
22758,18,,15,White,Sergeant,15
22807,18,,2,Black,Police Officer,2
22807,18,Black,2,Black,Police Officer,2
22807,18,,21,Black,Police Officer,21
22815,18,,15,Black,Police Officer,15
22830,18,,29,White,Police Officer,29
22890,18,,14,White,Sergeant,14
22947,18,,9,White,Police Officer,9
22955,18,,6,White,Police Officer,6
22969,18,,16,White,Police Officer,16
22981,18,,14,White,Police Officer,14
23003,18,,14,Black,Police Officer,14
23105,18,,22,White,Police Officer,22
23175,18,,16,White,Sergeant,16
23216,18,,13,Hispanic,Police Officer,13
23230,18,Black,1,White,Police Officer,1
23230,18,,3,White,Police Officer,3
23236,18,,13,White,Lieutenant,13
23323,18,,33,Black,Police Officer,33
23390,18,,54,Hispanic,Police Officer,54
23412,18,,13,Hispanic,Sergeant,13
23422,18,,6,Hispanic,Police Officer,6
23428,18,,28,Hispanic,Police Officer,28
23438,18,,14,White,Police Officer,14
23454,18,,10,Hispanic,Police Officer,10
23463,18,,4,White,Police Officer,4
23513,18,Black,3,White,Police Officer,3
23513,18,White,2,White,Police Officer,2
23513,18,,50,White,Police Officer,50
23676,18,,15,White,Detective,15
23722,18,,12,Black,Police Officer,12
23728,18,,8,White,Police Officer,8
23734,18,,42,White,Police Officer,42
23920,18,,34,White,Police Officer,34
24031,18,,25,Hispanic,Police Officer,26
24062,18,,14,Hispanic,Detective,14
24109,18,,20,Hispanic,Police Officer,20
24119,18,,23,Hispanic,Police Officer,23
24138,18,,15,White,Police Officer,15
24140,18,,54,Hispanic,Police Officer,54
24171,18,,30,White,Police Officer,30
24254,18,,16,Black,Police Officer,16
24326,18,,93,White,Detective,93
24392,18,,27,Hispanic,Police Officer,27
24438,18,,7,Hispanic,Police Officer,7
24490,18,,6,White,Police Officer,6
24544,18,,5,Black,Police Officer,5
24640,18,,21,Asian/Pacific,Police Officer,21
24663,18,,16,Hispanic,Police Officer,16
24674,18,,26,White,Police Officer,26
24717,18,,14,Black,Police Officer,14
24772,18,,13,White,Police Officer,13
24869,18,,6,White,Police Officer,6
24922,18,,45,Black,Police Officer,46
25030,18,,19,White,Sergeant,19
25038,18,,13,White,Police Officer,13
25043,18,,14,White,Sergeant,14
25092,18,,22,White,Sergeant,22
25098,18,,24,White,Sergeant,24
25158,18,,15,Hispanic,Sergeant,15
25239,18,,23,White,Police Officer,23
25279,18,,32,Hispanic,Police Officer,32
25292,18,,16,Hispanic,Police Officer,16
25371,18,,4,Hispanic,Police Officer,4
25412,18,,12,Hispanic,Police Officer,12
25434,18,,15,Hispanic,Police Officer,15
25613,18,,13,White,Police Officer,13
25659,18,,2,White,Police Officer,2
25729,18,,10,White,Police Officer,10
25825,18,,2,White,Police Officer,2
25914,18,,3,White,Police Officer,3
25936,18,,20,White,Police Officer,20
25984,18,Black,3,White,Police Officer,3
25984,18,,2,White,Police Officer,2
25992,18,Black,1,Hispanic,Sergeant,1
26053,18,,21,White,Detective,21
26064,18,,33,Black,Police Officer,33
26168,18,Black,4,Black,Police Officer,4
26168,18,Hispanic,2,Black,Police Officer,2
26168,18,,49,Black,Police Officer,49
26185,18,,8,White,Detective,8
26236,18,,20,White,Police Officer,20
26384,18,,35,Hispanic,Police Officer,35
26435,18,,38,White,Sergeant,39
26466,18,,12,Black,Police Officer,12
26498,18,,8,Black,Police Officer,8
26508,18,,22,White,Detective,22
26594,18,,4,Black,Police Officer,4
26603,18,,14,Black,Police Officer,14
26767,18,,39,White,Police Officer,39
26846,18,,34,Black,Sergeant,34
26869,18,,7,Black,Police Officer,7
26878,18,,9,Black,Police Officer,9
26935,18,,2,White,Police Officer,3
27079,18,Black,2,Hispanic,Police Officer,2
27079,18,,41,Hispanic,Police Officer,41
27103,18,,20,White,Police Officer,20
27212,18,,34,Black,Lieutenant,34
27279,18,,67,Black,Police Officer,67
27280,18,Hispanic,2,Black,Police Officer,2
27280,18,,17,Black,Police Officer,17
27374,18,,39,White,Police Officer,39
27455,18,,28,White,Police Officer,28
27472,18,,26,Black,Police Officer,26
27473,18,,5,Black,Police Officer,5
27596,18,,29,Black,Police Officer,29
27609,18,,8,Hispanic,Police Officer,8
27625,18,,8,White,Police Officer,8
27626,18,,28,White,Police Officer,28
27694,18,,71,Black,Police Officer,71
27695,18,,36,White,Police Officer,36
27833,18,,13,White,Police Officer,13
27852,18,,5,White,Police Officer,5
27853,18,,34,White,Police Officer,34
27872,18,Black,4,White,Detective,4
27872,18,,29,White,Detective,29
27883,18,,13,White,Police Officer,13
27922,18,,8,White,Police Officer,8
28070,18,,29,White,Sergeant,29
28073,18,,5,White,Police Officer,5
28118,18,,27,Hispanic,Police Officer,28
28138,18,,71,Hispanic,Police Officer,71
28172,18,,13,Hispanic,Detective,13
28215,18,,8,Black,Police Officer,8
28438,18,,12,Black,Police Officer,12
28452,18,,21,White,Police Officer,22
28515,18,,15,White,Police Officer,15
28520,18,,13,Hispanic,Sergeant,13
28523,18,,35,Black,Police Officer,35
28570,18,,49,Black,Police Officer,50
28572,18,,13,Black,Police Officer,13
28751,18,,18,Hispanic,Police Officer,18
28756,18,,15,Hispanic,Police Officer,15
28778,18,,27,Hispanic,Sergeant,27
28821,18,,14,Black,Police Officer,14
28842,18,,10,White,Police Officer,10
28871,18,,61,White,Police Officer,61
28920,18,,9,Hispanic,Police Officer,9
28947,18,,37,White,Sergeant,37
28973,18,,9,Hispanic,Field Training Officer,9
29078,18,,31,White,Sergeant,32
29104,18,,20,White,Police Officer,20
29146,18,,17,White,Sergeant,17
29218,18,,11,Hispanic,Police Officer,11
29310,18,,44,White,Police Officer,44
29338,18,,3,White,Sergeant,3
29380,18,,24,Hispanic,Sergeant,24
29482,18,,6,Hispanic,Police Officer,6
29516,18,,24,Hispanic,Police Officer,24
29587,18,,7,Hispanic,Police Officer,7
29639,18,White,1,Black,Police Officer,1
29639,18,,10,Black,Police Officer,10
29750,18,,28,White,Detective,29
29823,18,,4,White,Police Officer,4
29838,18,,12,Black,Police Officer,12
29940,18,,88,White,Police Officer,88
29984,18,,11,Black,Police Officer,11
29987,18,,26,White,Police Officer,26
30012,18,,19,White,Police Officer,19
30085,18,,39,White,Sergeant,39
30120,18,,4,Black,Police Officer,4
30204,18,,16,Black,Police Officer,16
30337,18,,9,White,Police Officer,9
30379,18,,18,White,Sergeant,18
30492,18,,12,White,Police Officer,12
30766,18,,46,Black,Police Officer,46
30973,18,,18,Black,Police Officer,18
30983,18,,8,Black,Detective,8
31024,18,,36,White,Police Officer,36
31135,18,,22,White,Lieutenant,22
31163,18,,4,White,Detective,4
31214,18,,18,Black,Police Officer,18
31415,18,,8,Asian/Pacific,Police Officer,8
31492,18,,15,White,Police Officer,15
31499,18,,3,White,Police Officer,3
31542,18,,9,Hispanic,Police Officer,9
31660,18,,10,White,Police Officer,10
31716,18,,17,White,Police Officer,17
31719,18,,7,White,Police Officer,7
31785,18,,55,White,Police Officer,55
31798,18,,27,Hispanic,Police Officer,27
31858,18,,27,Hispanic,Police Officer,27
31867,18,,41,White,Police Officer,41
31879,18,,11,Black,Police Officer,11
31913,18,,16,White,Police Officer,16
31916,18,,22,Hispanic,Police Officer,22
31927,18,,39,Black,Police Officer,39
31933,18,,7,White,Police Officer,7
31951,18,,49,Hispanic,Police Officer,49
31962,18,,48,White,Police Officer,48
31971,18,,24,Black,Police Officer,24
31980,18,,42,White,Police Officer,42
31996,18,,21,Hispanic,Police Officer,21
32027,18,,19,Black,Police Officer,19
32033,18,,29,Black,Police Officer,29
32073,18,,24,Black,Police Officer,24
32081,18,,19,Black,Police Officer,19
32084,18,,48,White,Police Officer,48
32100,18,,34,White,Police Officer,34
32120,18,,38,White,Police Officer,38
32126,18,,78,White,Police Officer,79
32181,18,,36,White,Police Officer,37
32276,18,,20,Hispanic,Police Officer,20
32279,18,,37,Hispanic,Police Officer,37
32282,18,,18,White,,18
32288,18,,47,White,Police Officer,47
32316,18,,26,Hispanic,Police Officer,26
32356,18,,34,White,Police Officer,34
32375,18,,59,White,Sergeant,59
32389,18,,16,White,Sergeant,16
60,17,,41,Hispanic,Police Officer,41
81,17,,16,White,Police Officer,16
118,17,,24,White,Police Officer,24
135,17,,19,White,Field Training Officer,19
144,17,,6,Hispanic,Police Officer,6
169,17,,9,Hispanic,Police Officer,9
309,17,,17,White,Police Officer,17
310,17,,6,White,Police Officer,6
330,17,,4,Black,Police Officer,4
345,17,,10,White,Police Officer,10
396,17,,11,Black,Police Officer,11
428,17,,12,Hispanic,Police Officer,12
435,17,,20,Hispanic,Police Officer,20
533,17,,33,White,Sergeant,33
653,17,,17,Black,Police Officer,17
664,17,Black,2,Black,Police Officer,2
664,17,,4,Black,Police Officer,4
700,17,,11,Hispanic,Police Officer,11
799,17,,8,Asian/Pacific,Police Officer,8
823,17,,22,White,Police Officer,22
867,17,,39,Black,Police Officer,40
879,17,,11,Hispanic,Police Officer,11
943,17,,37,White,Police Officer,37
1114,17,,22,White,Detective,22
1146,17,,55,White,Police Officer,56
1148,17,,37,White,Sergeant,37
1245,17,,6,Black,Field Training Officer,6
1270,17,,24,Asian/Pacific,Police Officer,24
1283,17,,30,White,Police Officer,30
1327,17,,3,Native American/Alaskan Native,Detective,3
1485,17,,4,White,Police Officer,4
1576,17,,10,White,Police Officer,10
1581,17,,8,White,Police Officer,8
1630,17,,11,White,Police Officer,11
1680,17,Black,1,White,Police Officer,1
1680,17,White,2,White,Police Officer,2
1680,17,,19,White,Police Officer,19
1720,17,,6,White,Sergeant,6
1744,17,,37,White,Police Officer,37
1772,17,,6,White,Detective,6
1852,17,,5,White,Sergeant,5
1884,17,,24,White,Police Officer,24
1910,17,,21,White,Sergeant,21
2037,17,,17,Hispanic,Police Officer,17
2093,17,,11,Black,Police Officer,11
2157,17,,21,Hispanic,Police Officer,21
2170,17,,23,Black,Police Officer,23
2201,17,,23,Asian/Pacific,Police Officer,23
2432,17,,10,White,Police Officer,10
2470,17,,55,White,Detective,55
2509,17,,21,Black,Police Officer,21
2510,17,,18,Black,Police Officer,18
2603,17,,4,Black,Police Officer,4
2687,17,,2,White,Police Officer,2
2729,17,,10,Black,Police Officer,10
2819,17,,2,Black,Police Officer,2
3014,17,,14,Black,Field Training Officer,14
3056,17,,90,Black,Police Officer,90
3223,17,,4,Black,Police Officer,4
3241,17,,14,White,Police Officer,14
3317,17,,8,White,Police Officer,8
3356,17,,12,White,Police Officer,12
3432,17,,19,White,Police Officer,19
3526,17,,11,Hispanic,Police Officer,11
3574,17,,27,Hispanic,Police Officer,27
3610,17,,13,Hispanic,Police Officer,13
3619,17,,26,Black,Police Officer,26
3623,17,,11,Asian/Pacific,Police Officer,11
3685,17,Hispanic,2,White,Police Officer,2
3685,17,,32,White,Police Officer,32
3716,17,,49,Hispanic,Sergeant,49
3787,17,,10,Hispanic,Police Officer,10
