id,years_worked,victime_race,count_arrests,officer_race,officer_rank,count_allegations
16987,23,,2,White,Police Officer,2
17026,23,,16,White,Police Officer,16
17201,23,,32,White,Police Officer,32
17251,23,,27,White,Police Officer,27
17334,23,Black,2,White,Field Training Officer,2
17334,23,,4,White,Field Training Officer,4
17349,23,,14,White,Police Officer,14
17372,23,,160,White,Police Officer,160
17440,23,,9,Black,Police Officer,9
17442,23,,50,White,Police Officer,50
17525,23,,2,Black,Police Officer,2
17525,23,,29,Black,Police Officer,29
17595,23,,29,Hispanic,Police Officer,29
17715,23,,23,Hispanic,Police Officer,23
17756,23,,32,Hispanic,Police Officer,32
17768,23,,13,Black,Police Officer,13
17808,23,,23,Black,Police Officer,23
17825,23,,36,White,Police Officer,36
17994,23,,54,White,Sergeant,54
18002,23,,73,Black,Detective,73
18038,23,,2,Black,Police Officer,2
18061,23,Black,1,White,Police Officer,1
18061,23,,4,White,Police Officer,4
18063,23,,18,Black,Police Officer,18
18097,23,,4,White,Sergeant,4
18106,23,White,2,White,Police Officer,2
18106,23,,2,White,Police Officer,2
18162,23,,13,White,Police Officer,13
18246,23,,21,White,Police Officer,21
18390,23,Black,2,Black,Police Officer,2
18390,23,,23,Black,Police Officer,23
18417,23,,2,White,Police Officer,2
18421,23,,24,White,Police Officer,24
18695,23,,4,Hispanic,Police Officer,4
18755,23,Black,1,White,Police Officer,1
18755,23,,17,White,Police Officer,17
18853,23,,25,White,Police Officer,25
18863,23,Black,4,Black,Detective,4
18863,23,White,2,Black,Detective,2
18863,23,,9,Black,Detective,9
18875,23,,3,White,Police Officer,3
18888,23,Black,2,White,Police Officer,2
18888,23,,2,White,Police Officer,2
18908,23,,8,White,Detective,8
18909,23,,12,White,Police Officer,12
18924,23,Hispanic,4,Black,Detective,4
18924,23,,16,Black,Detective,16
18935,23,,27,White,Sergeant,27
18997,23,Black,2,White,Detective,2
18997,23,,30,White,Detective,30
19010,23,,8,White,Police Officer,8
19011,23,Black,2,White,Police Officer,2
19011,23,,6,White,Police Officer,6
19047,23,,6,White,Sergeant,6
19072,23,,21,Black,Detective,21
19095,23,,16,White,Police Officer,16
19098,23,Black,4,White,Police Officer,4
19098,23,White,2,White,Police Officer,2
19098,23,,20,White,Police Officer,20
19104,23,,2,White,Police Officer,2
19104,23,Black,3,White,Police Officer,3
19104,23,White,2,White,Police Officer,2
19104,23,,27,White,Police Officer,27
19163,23,,69,White,Lieutenant,70
19474,23,,30,White,Police Officer,30
19490,23,,2,Black,Police Officer,2
19537,23,,10,Hispanic,Detective,10
19582,23,,6,White,Sergeant,6
19654,23,,24,White,Sergeant,24
19664,23,,29,White,Police Officer,30
19675,23,,4,Black,Police Officer,4
19677,23,Black,2,Black,Detective,2
19677,23,,17,Black,Detective,17
19729,23,,2,Black,Sergeant,2
19781,23,Black,2,Black,Police Officer,2
19781,23,,13,Black,Police Officer,13
19791,23,,6,White,Police Officer,6
19862,23,,2,White,Police Officer,2
19914,23,Black,6,Black,Sergeant,6
19914,23,Hispanic,2,Black,Sergeant,2
19914,23,White,6,Black,Sergeant,6
19914,23,,61,Black,Sergeant,61
19915,23,,8,Black,Sergeant,8
19967,23,,67,White,Police Officer,67
20118,23,,43,Black,Police Officer,43
20125,23,,70,White,Lieutenant,70
20180,23,,25,White,Police Officer,25
20215,23,,19,White,Sergeant,19
20219,23,Black,1,White,Police Officer,1
20219,23,,12,White,Police Officer,12
20325,23,,5,Black,Police Officer,5
20389,23,,6,White,Police Officer,6
20436,23,,20,Black,Police Officer,20
20469,23,,21,White,Police Officer,21
20488,23,,7,White,Detective,7
20612,23,,4,White,Police Officer,4
20625,23,Black,4,Black,Police Officer,4
20625,23,White,2,Black,Police Officer,2
20625,23,,12,Black,Police Officer,12
20628,23,Black,2,White,Police Officer,2
20676,23,,19,White,Police Officer,19
20726,23,,2,White,Lieutenant,2
20726,23,White,2,White,Lieutenant,2
20726,23,,4,White,Lieutenant,4
20905,23,,21,White,Detective,21
20941,23,,95,White,Police Officer,95
20950,23,,57,White,Police Officer,57
20987,23,,74,White,Sergeant,74
21005,23,,24,White,Police Officer,24
21013,23,,38,White,Lieutenant,38
21076,23,,46,White,Detective,46
21104,23,,23,White,Police Officer,23
21127,23,,14,White,Police Officer,14
21135,23,,16,White,Police Officer,16
21150,23,Black,7,Hispanic,Sergeant,7
21150,23,,105,Hispanic,Sergeant,106
21152,23,,8,Hispanic,Police Officer,8
21193,23,,2,White,Police Officer,2
21262,23,,15,White,Police Officer,15
21268,23,,2,White,Police Officer,2
21302,23,,16,White,Police Officer,16
21312,23,,22,White,Police Officer,22
21341,23,Hispanic,2,White,Police Officer,2
21341,23,,2,White,Police Officer,2
21371,23,,46,Hispanic,Sergeant,46
21386,23,,20,Hispanic,Police Officer,20
21410,23,Black,2,Hispanic,Sergeant,2
21410,23,,41,Hispanic,Sergeant,41
21442,23,Black,1,Hispanic,Police Officer,1
21442,23,,14,Hispanic,Police Officer,14
21506,23,,20,White,Detective,20
21523,23,,47,White,Detective,47
21526,23,,22,Black,Police Officer,22
21548,23,,40,Black,Sergeant,40
21581,23,,25,Hispanic,Police Officer,25
21593,23,,40,White,Police Officer,40
21808,23,,24,White,Police Officer,24
21812,23,,49,Black,Lieutenant,49
21829,23,,10,Asian/Pacific,Detective,10
21849,23,Black,1,Black,Field Training Officer,1
21849,23,White,1,Black,Field Training Officer,1
21849,23,,17,Black,Field Training Officer,17
21861,23,Black,3,Black,Police Officer,3
21861,23,,15,Black,Police Officer,15
21931,23,,3,White,Detective,3
21942,23,,29,White,Police Officer,29
22091,23,,34,White,Police Officer,34
22160,23,,18,Native American/Alaskan Native,Police Officer,18
22180,23,,14,Black,Police Officer,14
22196,23,,4,Black,Police Officer,4
22206,23,,4,Black,Police Officer,4
22233,23,,5,Hispanic,Police Officer,5
22336,23,,36,Black,Police Officer,36
22351,23,,12,White,Police Officer,12
22475,23,,22,Black,Police Officer,22
22497,23,,16,White,Police Officer,16
22526,23,,13,White,Sergeant,13
22553,23,,21,White,Sergeant,21
22556,23,,14,White,Police Officer,14
22582,23,,45,White,Sergeant,45
22586,23,,10,White,Police Officer,10
22610,23,Black,2,White,Captain,2
22610,23,,82,White,Captain,82
22618,23,,61,Hispanic,Police Officer,61
22642,23,Black,2,White,Police Officer,2
22642,23,,24,White,Police Officer,24
22702,23,,16,White,Police Officer,16
22735,23,,25,White,Police Officer,25
22780,23,Black,5,Black,Detective,5
22780,23,White,1,Black,Detective,1
22780,23,,17,Black,Detective,17
22833,23,Black,3,White,Police Officer,3
22833,23,,2,White,Police Officer,2
22842,23,Black,2,Black,Detective,2
22842,23,,15,Black,Detective,15
22895,23,Black,1,Black,Police Officer,1
22895,23,,9,Black,Police Officer,9
22900,23,White,2,Black,Police Officer,2
22900,23,,1,Black,Police Officer,1
22908,23,,4,Black,Police Officer,4
22966,23,,79,White,Police Officer,79
23068,23,,49,White,Police Officer,49
23117,23,,20,White,Police Officer,20
23135,23,Black,4,Hispanic,Sergeant,4
23135,23,White,2,Hispanic,Sergeant,2
23135,23,,24,Hispanic,Sergeant,24
23229,23,,35,White,Police Officer,35
23246,23,,34,White,Sergeant,34
23247,23,,4,Black,Police Officer,4
23360,23,,18,Hispanic,Police Officer,18
23365,23,Black,2,Hispanic,Detective,2
23365,23,,4,Hispanic,Detective,4
23442,23,,24,White,Police Officer,24
23489,23,,14,White,Detective,14
23510,23,,12,Asian/Pacific,Police Officer,12
23556,23,,12,Asian/Pacific,Police Officer,12
23577,23,,11,Black,Police Officer,11
23644,23,,11,White,Police Officer,11
23654,23,Asian/Pacific Islander,2,Black,Police Officer,2
23654,23,,4,Black,Police Officer,4
23657,23,Hispanic,1,Black,Detective,1
23657,23,,2,Black,Detective,2
23726,23,,56,White,Sergeant,56
23820,23,Black,3,Hispanic,Police Officer,3
23820,23,,3,Hispanic,Police Officer,3
23824,23,Black,2,Black,Police Officer,2
23824,23,,5,Black,Police Officer,5
23906,23,,20,Black,Police Officer,20
23952,23,,70,White,Sergeant,70
24096,23,,1,Hispanic,Police Officer,1
24103,23,,15,Hispanic,Police Officer,15
24189,23,,64,White,Lieutenant,64
24247,23,Black,2,Black,Police Officer,2
24247,23,,41,Black,Police Officer,41
24283,23,Black,4,Hispanic,Police Officer,4
24283,23,,13,Hispanic,Police Officer,13
24364,23,,16,Hispanic,Detective,16
24407,23,White,2,Hispanic,Police Officer,2
24407,23,,11,Hispanic,Police Officer,11
24429,23,Black,2,Hispanic,Police Officer,2
24429,23,,10,Hispanic,Police Officer,10
24432,23,,21,White,Police Officer,21
24464,23,,71,Hispanic,Police Officer,71
24469,23,,16,Hispanic,Police Officer,16
24497,23,Black,2,White,Police Officer,2
24497,23,,19,White,Police Officer,19
24556,23,,47,Hispanic,Detective,47
24577,23,,47,Hispanic,Police Officer,48
24596,23,,54,Hispanic,Police Officer,54
24641,23,,9,White,Police Officer,9
24800,23,,1,Black,Police Officer,1
24802,23,,11,Asian/Pacific,Police Officer,11
24805,23,,28,Black,Police Officer,28
24853,23,,18,Black,Police Officer,18
24868,23,,11,White,Police Officer,11
24891,23,,37,Hispanic,Police Officer,37
24927,23,Black,3,White,Police Officer,3
24927,23,,13,White,Police Officer,14
24992,23,,7,White,Detective,7
25025,23,,14,White,Police Officer,14
25077,23,,84,White,Lieutenant,84
25252,23,,53,Asian/Pacific,Detective,53
25266,23,Black,2,Black,Police Officer,2
25266,23,,20,Black,Police Officer,20
25323,23,,35,Hispanic,Police Officer,35
25400,23,,6,Black,Police Officer,6
25409,23,,19,Hispanic,Police Officer,19
25448,23,,30,White,Police Officer,30
25496,23,Black,4,White,Police Officer,4
25496,23,,22,White,Police Officer,22
25521,23,,41,White,Police Officer,41
25524,23,,13,Black,Police Officer,13
25578,23,,39,White,Sergeant,39
25624,23,,3,White,Police Officer,3
25799,23,,149,White,Sergeant,150
25841,23,,35,White,Police Officer,35
25888,23,,26,Black,Police Officer,26
25890,23,Black,4,White,Police Officer,4
25890,23,,29,White,Police Officer,29
26038,23,Black,2,Black,Police Officer,2
26038,23,,19,Black,Police Officer,19
26125,23,,2,White,Police Officer,2
26186,23,,27,White,Police Officer,27
26195,23,,31,White,Police Officer,31
26475,23,Black,3,Black,Police Officer,3
26516,23,,17,White,Sergeant,17
26639,23,,9,White,Sergeant,10
26641,23,,31,White,Lieutenant,31
26679,23,,5,White,Detective,5
26692,23,,86,White,Detective,86
26725,23,White,1,Black,Police Officer,1
26725,23,,9,Black,Police Officer,9
26771,23,Black,1,White,Police Officer,1
26771,23,,29,White,Police Officer,29
26819,23,Black,2,White,Police Officer,2
26819,23,,15,White,Police Officer,15
26881,23,,13,Black,Police Officer,13
26900,23,Black,6,Black,Police Officer,6
26900,23,Hispanic,2,Black,Police Officer,2
26900,23,White,1,Black,Police Officer,1
26900,23,,10,Black,Police Officer,10
26930,23,,21,White,Police Officer,21
26933,23,Black,2,White,Police Officer,2
26933,23,,51,White,Police Officer,51
27001,23,,76,White,Police Officer,76
27009,23,,112,White,Police Officer,112
27026,23,,23,Hispanic,Police Officer,23
27045,23,,26,Hispanic,Sergeant,26
27050,23,Black,2,White,Sergeant,2
27050,23,,8,White,Sergeant,8
27058,23,Black,2,White,Police Officer,2
27058,23,,11,White,Police Officer,11
27062,23,Black,4,Hispanic,Detective,4
27062,23,Hispanic,1,Hispanic,Detective,1
27062,23,,29,Hispanic,Detective,29
27144,23,Black,3,Black,Sergeant,3
27144,23,,25,Black,Sergeant,25
27177,23,,3,White,Police Officer,3
27203,23,,14,Black,Police Officer,14
27278,23,,45,Black,Sergeant,45
27301,23,Black,4,White,Police Officer,4
27301,23,,12,White,Police Officer,12
27384,23,,96,Black,Police Officer,96
27406,23,,5,White,Detective,5
27546,23,,46,Black,Police Officer,46
27622,23,,11,Black,Police Officer,11
27678,23,,23,White,Police Officer,23
27733,23,,36,White,Sergeant,36
27746,23,,15,White,Police Officer,15
27826,23,,11,White,Police Officer,11
27842,23,,11,White,Police Officer,11
27908,23,,10,Black,Police Officer,10
27918,23,,24,White,Sergeant,24
27951,23,Black,1,White,Police Officer,1
27951,23,,1,White,Police Officer,1
28020,23,,13,Black,Police Officer,13
28029,23,Black,4,Black,Police Officer,4
28029,23,,37,Black,Police Officer,37
28050,23,,6,White,Police Officer,6
28082,23,,26,White,Detective,26
28227,23,,15,Black,Police Officer,15
28234,23,,7,Black,Police Officer,7
28253,23,Black,2,Black,Police Officer,2
28253,23,,1,Black,Police Officer,1
28292,23,,24,White,Detective,24
28302,23,Hispanic,2,Black,Police Officer,2
28302,23,,15,Black,Police Officer,15
28317,23,,10,Hispanic,Sergeant,10
28378,23,,139,White,Detective,139
28429,23,,27,Black,Police Officer,27
28436,23,White,2,White,Police Officer,2
28436,23,,4,White,Police Officer,4
28457,23,,18,Black,Police Officer,18
28528,23,,51,Black,Police Officer,52
28549,23,,1,Black,Police Officer,1
28560,23,,22,Black,Police Officer,22
28580,23,Black,3,White,Police Officer,3
28580,23,White,2,White,Police Officer,2
28580,23,,4,White,Police Officer,4
28655,23,,3,White,Police Officer,3
28716,23,,82,White,Sergeant,82
28730,23,,39,Hispanic,Detective,39
28735,23,,4,Hispanic,Police Officer,4
28791,23,White,1,White,Police Officer,1
28791,23,,18,White,Police Officer,18
28827,23,,9,Black,Police Officer,9
28830,23,Black,2,Black,Police Officer,2
28830,23,Hispanic,2,Black,Police Officer,2
28830,23,,13,Black,Police Officer,13
28865,23,,9,White,Police Officer,9
28867,23,,87,White,Police Officer,87
28886,23,,9,White,Police Officer,9
29041,23,,34,Black,Police Officer,34
29048,23,,14,Black,Police Officer,14
29062,23,,12,Black,Police Officer,12
29072,23,,46,White,Sergeant,46
29170,23,,28,White,Police Officer,28
29176,23,,22,White,Police Officer,22
29196,23,Black,2,White,Police Officer,2
29196,23,,9,White,Police Officer,9
29319,23,,4,White,Police Officer,4
29339,23,Black,1,White,Police Officer,1
29339,23,,1,White,Police Officer,1
29350,23,,9,Hispanic,Police Officer,9
29392,23,,8,Hispanic,Police Officer,8
29452,23,,77,Hispanic,Police Officer,77
29466,23,,3,Hispanic,Police Officer,3
29486,23,,50,Hispanic,Police Officer,50
29503,23,,27,Hispanic,Police Officer,27
29537,23,Black,2,White,Police Officer,2
29537,23,,6,White,Police Officer,6
29565,23,,23,Hispanic,Police Officer,23
29643,23,,10,Hispanic,Police Officer,10
29667,23,,28,White,Police Officer,28
29672,23,,24,White,Sergeant,24
29686,23,,8,White,Detective,8
29695,23,,16,White,Detective,16
29736,23,,14,White,Police Officer,14
29752,23,Black,2,White,Police Officer,2
29752,23,,23,White,Police Officer,23
29785,23,,18,Black,Police Officer,18
29841,23,White,2,Black,Sergeant,2
29841,23,,155,Black,Sergeant,156
29877,23,,5,Black,Police Officer,5
29893,23,,38,White,Detective,38
29947,23,Black,2,White,Sergeant,2
29947,23,,6,White,Sergeant,6
30011,23,,19,Black,Police Officer,19
30014,23,,6,Black,Sergeant,6
30039,23,,55,Black,Detective,55
30050,23,,28,Black,Police Officer,28
30109,23,,34,Black,Police Officer,34
30153,23,,14,White,Detective,14
30163,23,Black,4,Black,Police Officer,4
30163,23,,3,Black,Police Officer,3
30199,23,,21,Black,Sergeant,21
30228,23,Black,7,Black,Police Officer,7
30228,23,,34,Black,Police Officer,34
30441,23,,4,White,Police Officer,4
30459,23,,29,White,Detective,29
30539,23,,120,Black,Sergeant,120
30567,23,,13,White,Police Officer,13
30585,23,,13,White,Detective,13
30607,23,,69,Black,Detective,69
30609,23,Black,5,Black,Police Officer,5
30609,23,Hispanic,2,Black,Police Officer,2
30609,23,,6,Black,Police Officer,6
30619,23,,24,White,Police Officer,24
30691,23,White,2,Black,Police Officer,2
30691,23,,12,Black,Police Officer,12
30757,23,,3,Black,Police Officer,3
30801,23,Hispanic,2,Black,Police Officer,2
30801,23,,13,Black,Police Officer,13
30849,23,Black,2,Black,Police Officer,2
30849,23,White,4,Black,Police Officer,4
30849,23,,52,Black,Police Officer,52
30851,23,,22,Black,Police Officer,23
30894,23,,2,Black,Police Officer,2
30963,23,,1,Black,Police Officer,1
30984,23,,6,Black,Police Officer,6
31001,23,Black,6,Black,Police Officer,6
31001,23,,63,Black,Police Officer,63
31005,23,,60,White,Sergeant,60
31007,23,,48,White,Police Officer,48
31138,23,,23,Black,Police Officer,23
31141,23,,71,White,Police Officer,71
31176,23,,7,Black,Police Officer,7
31245,23,,2,White,Police Officer,2
31260,23,,28,White,Police Officer,28
31302,23,,10,Black,Police Officer,10
31346,23,,19,White,Police Officer,19
31436,23,,15,White,Police Officer,15
31482,23,Black,14,White,Police Officer,14
31482,23,Hispanic,2,White,Police Officer,2
31482,23,White,3,White,Police Officer,3
31482,23,,61,White,Police Officer,61
31545,23,,4,White,Police Officer,4
31573,23,Black,2,White,Sergeant,2
31573,23,,6,White,Sergeant,6
31687,23,,29,White,Police Officer,29
31713,23,Black,2,White,Lieutenant,2
31713,23,,13,White,Lieutenant,13
31717,23,,32,White,Lieutenant,32
31737,23,,55,White,Police Officer,55
31789,23,,22,White,Police Officer,22
31804,23,,1,Black,,1
31808,23,,18,White,Police Officer,18
31833,23,,77,White,Police Officer,77
31884,23,,13,Black,Police Officer,13
31961,23,,53,White,Police Officer,53
31968,23,,11,White,Sergeant,11
31977,23,,13,White,Police Officer,13
32041,23,,86,Hispanic,Police Officer,86
32061,23,,51,Hispanic,Police Officer,51
32067,23,,71,Black,Sergeant,71
32068,23,,57,White,Police Officer,57
32091,23,,66,White,Police Officer,66
32151,23,,24,White,Police Officer,24
32167,23,,58,White,Police Officer,58
32200,23,,44,White,Sergeant,44
32212,23,,21,White,Police Officer,21
32213,23,,119,White,Police Officer,119
32233,23,,51,White,Sergeant,51
32238,23,,47,White,Police Officer,47
32255,23,,139,Hispanic,Police Officer,139
32272,23,,69,White,Police Officer,70
32284,23,,136,White,Police Officer,136
32295,23,,49,Hispanic,Police Officer,49
32322,23,,88,Hispanic,Sergeant,89
32325,23,,39,White,Police Officer,40
32336,23,,146,Black,Sergeant,146
32347,23,,82,White,Police Officer,82
32349,23,,29,White,Police Officer,29
32363,23,,22,White,Police Officer,22
32399,23,,11,Hispanic,Police Officer,11
32439,23,,21,White,Police Officer,21
33055,23,,12,Unknown,,12
65,22,,59,Hispanic,Police Officer,59
134,22,,21,Hispanic,Police Officer,21
199,22,Black,15,White,Police Officer,15
199,22,,33,White,Police Officer,33
346,22,Black,2,Black,Police Officer,2
